replicate,confusion_pct,unique_pct
141,5.2326,86.0465
142,5.2326,86.0465
143,5.2326,86.0465
144,5.2326,86.0465
145,5.2326,86.0465
146,5.2326,86.0465
147,5.2326,86.0465
148,5.2326,86.0465
149,5.2326,86.0465
150,5.2326,86.0465
151,5.2326,86.0465
152,5.2326,86.0465
153,5.2326,86.0465
154,5.814,86.0465
155,5.814,86.6279
156,5.814,86.6279
157,5.814,86.6279
158,5.814,86.6279
159,5.814,86.6279
160,5.814,86.6279
161,5.814,86.6279
162,5.814,86.6279
163,5.814,86.6279
164,5.814,86.6279
165,5.814,86.6279
166,5.814,86.6279
167,5.814,86.6279
168,5.814,86.6279
169,5.814,86.6279
170,5.814,86.6279
171,5.814,86.6279
172,5.814,86.6279
173,5.814,86.6279
174,5.814,86.6279
175,5.814,86.6279
176,5.814,86.6279
177,5.814,86.6279
178,5.814,86.6279
179,5.814,86.6279
180,5.814,86.6279
181,5.814,86.6279
182,5.814,86.6279
183,5.814,86.6279
184,5.814,86.6279
185,5.814,86.6279
186,5.814,86.6279
187,5.814,86.6279
188,5.814,86.6279
189,5.814,86.6279
190,5.814,86.6279
191,5.814,86.6279
192,5.814,86.6279
193,5.814,86.6279
194,5.814,86.6279
195,5.814,86.6279
196,5.814,86.6279
197,5.814,86.6279
198,5.814,86.6279
199,5.814,86.6279
200,5.814,86.6279
201,5.814,86.6279
202,5.814,86.6279
203,5.814,86.6279
204,5.814,86.6279
205,5.814,86.6279
206,5.814,86.6279
207,5.814,86.6279
208,5.814,86.6279
209,5.814,86.6279
210,5.814,86.6279
211,5.814,86.6279
212,5.814,86.6279
213,5.814,86.6279
214,5.814,86.6279
215,5.814,86.6279
216,5.814,86.6279
217,5.814,86.6279
218,5.814,86.6279
219,5.814,86.6279
220,5.814,86.6279
221,5.814,86.6279
222,5.814,86.6279
223,5.814,86.6279
224,5.814,86.6279
225,5.814,86.6279
226,5.814,86.6279
227,5.814,86.6279
228,5.814,86.6279
229,5.814,86.6279
230,5.814,86.6279
231,5.814,86.6279
232,5.814,86.6279
233,5.814,86.6279
234,5.814,86.6279
235,5.814,86.6279
236,5.814,86.6279
237,5.814,86.6279
238,5.814,86.6279
239,5.814,86.6279
240,5.814,86.6279
241,5.814,86.6279
242,5.814,86.6279
243,5.814,86.6279
244,5.814,86.6279
245,5.814,86.6279
246,5.814,87.2093
247,5.814,87.2093
248,5.814,87.2093
249,5.814,87.2093
250,5.814,87.2093
251,5.814,87.2093
252,5.814,87.2093
253,5.814,87.2093
254,5.814,87.2093
255,5.814,87.2093
256,5.814,87.2093
257,5.814,87.2093
258,5.814,87.2093
259,5.814,87.2093
260,5.814,87.2093
261,5.814,87.2093
262,5.814,87.2093
263,5.814,87.2093
264,5.814,87.2093
265,5.814,87.2093
266,5.814,87.2093
267,5.814,87.2093
268,5.814,87.2093
269,5.814,87.2093
270,5.814,87.2093
271,5.814,87.2093
272,5.814,87.2093
273,5.814,87.2093
274,5.814,87.2093
275,5.814,87.2093
276,5.814,87.2093
277,5.814,87.2093
278,5.814,87.2093
279,5.814,87.2093
280,5.814,87.2093
281,5.814,87.2093
282,5.814,87.2093
283,5.814,87.2093
284,5.814,87.2093
285,5.814,87.2093
286,5.814,87.2093
287,5.814,87.2093
288,5.814,87.2093
289,5.814,87.2093
290,5.814,87.2093
291,5.814,87.2093
292,5.814,87.2093
293,5.814,87.2093
294,5.814,87.2093
295,5.814,87.2093
296,5.814,87.2093
297,5.814,87.2093
298,5.814,87.2093
299,5.814,87.2093
300,5.814,87.2093
301,5.814,87.2093
302,6.3953,87.2093
303,6.3953,87.2093
304,6.3953,87.2093
305,6.3953,87.2093
306,6.3953,87.2093
307,6.3953,87.2093
308,6.3953,87.2093
309,6.3953,87.2093
310,6.3953,87.2093
311,6.3953,87.2093
312,6.3953,87.2093
313,6.3953,87.2093
314,6.3953,87.2093
315,6.3953,87.2093
316,6.3953,87.2093
317,6.3953,87.2093
318,6.3953,87.2093
319,6.3953,87.2093
320,6.3953,87.2093
321,6.3953,87.2093
322,6.3953,87.2093
323,6.3953,87.2093
324,6.3953,87.2093
325,6.3953,87.2093
326,6.3953,87.2093
327,6.3953,87.2093
328,6.3953,87.2093
329,6.3953,87.2093
330,6.3953,87.2093
331,6.3953,87.2093
332,6.3953,87.2093
333,6.3953,87.2093
334,6.3953,87.2093
335,6.3953,87.2093
336,6.3953,87.2093
337,6.3953,87.2093
338,6.3953,87.2093
339,6.3953,87.2093
340,6.3953,87.2093
341,6.3953,87.2093
342,6.3953,87.2093
343,6.3953,87.2093
344,6.3953,87.2093
345,6.3953,87.2093
346,6.3953,87.2093
347,6.3953,87.2093
348,6.3953,87.2093
349,6.3953,87.2093
350,6.3953,87.2093
351,6.3953,87.2093
352,6.3953,87.2093
353,6.3953,87.2093
354,6.3953,87.2093
355,6.3953,87.2093
356,6.3953,87.2093
357,6.3953,87.2093
358,6.3953,87.2093
359,6.3953,87.2093
360,6.3953,87.2093
361,6.3953,87.2093
362,6.3953,87.2093
363,6.3953,87.2093
364,6.3953,87.2093
365,6.3953,87.2093
366,6.3953,87.2093
367,6.3953,87.2093
368,6.3953,87.2093
369,6.3953,87.2093
370,6.3953,87.2093
371,6.3953,87.2093
372,6.3953,87.2093
373,6.3953,87.2093
374,6.3953,87.2093
375,6.3953,87.2093
376,6.3953,87.2093
377,6.3953,87.2093
378,6.3953,87.2093
379,6.3953,87.2093
380,6.3953,87.2093
381,6.3953,87.2093
382,6.3953,87.2093
383,6.3953,87.2093
384,6.3953,87.2093
385,6.3953,87.2093
386,6.3953,87.2093
387,6.3953,87.2093
388,6.3953,87.2093
389,6.3953,87.2093
390,6.3953,87.2093
391,6.3953,87.2093
392,6.3953,87.2093
393,6.3953,87.7907
394,6.3953,87.7907
395,6.3953,87.7907
396,6.3953,87.7907
397,6.3953,87.7907
398,6.3953,87.7907
399,6.3953,87.7907
400,6.3953,87.7907
401,6.3953,87.7907
402,6.3953,87.7907
403,6.3953,87.7907
404,6.3953,87.7907
405,6.3953,87.7907
406,6.3953,87.7907
407,6.3953,87.7907
408,6.3953,87.7907
409,6.3953,87.7907
410,6.3953,87.7907
411,6.3953,87.7907
412,6.3953,87.7907
413,6.3953,87.7907
414,6.3953,87.7907
415,6.3953,87.7907
416,6.3953,87.7907
417,6.3953,87.7907
418,6.3953,87.7907
419,6.3953,87.7907
420,6.3953,87.7907
421,6.3953,87.7907
422,6.3953,87.7907
423,6.3953,87.7907
424,6.3953,87.7907
425,6.3953,87.7907
426,6.3953,87.7907
427,6.3953,87.7907
428,6.3953,87.7907
429,6.3953,87.7907
430,6.3953,87.7907
431,6.3953,87.7907
432,6.3953,87.7907
433,6.3953,87.7907
434,6.3953,87.7907
435,6.3953,87.7907
436,6.3953,87.7907
437,6.3953,87.7907
438,6.3953,87.7907
439,6.3953,87.7907
440,6.3953,87.7907
441,6.3953,87.7907
442,6.3953,87.7907
443,6.3953,87.7907
444,6.3953,87.7907
445,6.3953,87.7907
446,6.3953,87.7907
447,6.3953,87.7907
448,6.3953,87.7907
449,6.3953,87.7907
450,6.3953,87.7907
451,6.3953,87.7907
452,6.3953,87.7907
453,6.3953,87.7907
454,6.3953,87.7907
455,6.3953,87.7907
456,6.3953,87.7907
457,6.3953,87.7907
458,6.3953,87.7907
459,6.3953,87.7907
460,6.3953,87.7907
461,6.3953,87.7907
462,6.3953,87.7907
463,6.3953,87.7907
464,6.3953,87.7907
465,6.3953,87.7907
466,6.3953,87.7907
467,6.3953,87.7907
468,6.3953,87.7907
469,6.3953,87.7907
470,6.3953,87.7907
471,6.3953,87.7907
472,6.3953,87.7907
473,6.3953,87.7907
474,6.3953,87.7907
475,6.3953,87.7907
476,6.3953,87.7907
477,6.3953,87.7907
478,6.3953,87.7907
479,6.3953,87.7907
480,6.3953,87.7907
481,6.3953,87.7907
482,6.3953,87.7907
483,6.3953,87.7907
484,6.3953,87.7907
485,6.3953,87.7907
486,6.3953,87.7907
487,6.3953,87.7907
488,6.3953,87.7907
489,6.3953,87.7907
490,6.3953,87.7907
491,6.3953,87.7907
492,6.3953,87.7907
493,6.3953,87.7907
494,6.3953,87.7907
495,6.3953,87.7907
496,6.3953,87.7907
497,6.3953,87.7907
498,6.3953,87.7907
499,6.3953,87.7907
500,6.3953,87.7907
501,6.3953,87.7907
502,6.3953,87.7907
503,6.3953,87.7907
504,6.3953,87.7907
505,6.3953,87.7907
506,6.3953,87.7907
507,6.3953,87.7907
508,6.3953,87.7907
509,6.3953,87.7907
510,6.3953,87.7907
511,6.3953,87.7907
512,6.3953,87.7907
513,6.3953,87.7907
514,6.3953,87.7907
515,6.3953,87.7907
516,6.3953,87.7907
517,6.3953,87.7907
518,6.3953,87.7907
519,6.3953,87.7907
520,6.3953,87.7907
521,6.3953,87.7907
522,6.3953,87.7907
523,6.3953,87.7907
524,6.3953,87.7907
525,6.3953,87.7907
526,6.3953,87.7907
527,6.3953,87.7907
528,6.3953,87.7907
529,6.3953,87.7907
530,6.3953,87.7907
531,6.3953,87.7907
532,6.3953,87.7907
533,6.3953,87.7907
534,6.3953,87.7907
535,6.3953,87.7907
536,6.3953,87.7907
537,6.3953,87.7907
538,6.3953,87.7907
539,6.3953,87.7907
540,6.3953,87.7907
541,6.3953,87.7907
542,6.3953,87.7907
543,6.3953,87.7907
544,6.3953,87.7907
545,6.3953,87.7907
546,6.3953,87.7907
547,6.3953,87.7907
548,6.3953,87.7907
549,6.3953,87.7907
550,6.9767,87.7907
551,6.9767,87.7907
552,6.9767,87.7907
553,6.9767,87.7907
554,6.9767,87.7907
555,6.9767,87.7907
556,6.9767,87.7907
557,6.9767,87.7907
558,6.9767,87.7907
559,6.9767,87.7907
560,6.9767,87.7907
561,6.9767,87.7907
562,6.9767,87.7907
563,6.9767,87.7907
564,6.9767,87.7907
565,6.9767,87.7907
566,6.9767,87.7907
567,6.9767,87.7907
568,6.9767,87.7907
569,6.9767,87.7907
570,6.9767,87.7907
571,6.9767,87.7907
572,6.9767,87.7907
573,6.9767,87.7907
574,6.9767,87.7907
575,6.9767,87.7907
576,6.9767,87.7907
577,6.9767,87.7907
578,6.9767,87.7907
579,6.9767,87.7907
580,6.9767,87.7907
581,6.9767,87.7907
582,6.9767,87.7907
583,6.9767,87.7907
584,6.9767,87.7907
585,6.9767,87.7907
586,6.9767,87.7907
587,6.9767,87.7907
588,6.9767,87.7907
589,6.9767,87.7907
590,6.9767,87.7907
591,6.9767,87.7907
592,6.9767,87.7907
593,6.9767,87.7907
594,6.9767,87.7907
595,6.9767,87.7907
596,6.9767,87.7907
597,6.9767,87.7907
598,6.9767,87.7907
599,6.9767,88.3721
600,6.9767,88.3721
601,6.9767,88.3721
602,6.9767,88.3721
603,6.9767,88.3721
604,6.9767,88.3721
605,6.9767,88.3721
606,6.9767,88.3721
607,6.9767,88.3721
608,6.9767,88.3721
609,6.9767,88.3721
610,6.9767,88.3721
611,6.9767,88.3721
612,6.9767,88.3721
613,6.9767,88.3721
614,6.9767,88.3721
615,6.9767,88.3721
616,6.9767,88.3721
617,6.9767,88.3721
618,6.9767,88.3721
619,6.9767,88.3721
620,6.9767,88.3721
621,6.9767,88.3721
622,6.9767,88.3721
623,6.9767,88.3721
624,6.9767,88.3721
625,6.9767,88.3721
626,6.9767,88.3721
627,6.9767,88.3721
628,6.9767,88.3721
629,6.9767,88.3721
630,6.9767,88.3721
631,6.9767,88.3721
632,6.9767,88.3721
633,6.9767,88.3721
634,6.9767,88.3721
635,6.9767,88.3721
636,6.9767,88.3721
637,6.9767,88.3721
638,6.9767,88.3721
639,6.9767,88.3721
640,6.9767,88.3721
641,6.9767,88.3721
642,6.9767,88.3721
643,6.9767,88.3721
644,6.9767,88.3721
645,6.9767,88.3721
646,6.9767,88.3721
647,6.9767,88.3721
648,6.9767,88.3721
649,6.9767,88.3721
650,6.9767,88.3721
651,6.9767,88.3721
652,6.9767,88.3721
653,6.9767,88.3721
654,6.9767,88.3721
655,6.9767,88.3721
656,6.9767,88.3721
657,6.9767,88.3721
658,6.9767,88.3721
659,6.9767,88.3721
660,6.9767,88.3721
661,6.9767,88.3721
662,6.9767,88.3721
663,6.9767,88.3721
664,6.9767,88.3721
665,6.9767,88.3721
666,6.9767,88.3721
667,6.9767,88.3721
668,6.9767,88.3721
669,6.9767,88.3721
670,6.9767,88.3721
671,6.9767,88.3721
672,6.9767,88.3721
673,6.9767,88.3721
674,6.9767,88.3721
675,6.9767,88.3721
676,6.9767,88.3721
677,6.9767,88.3721
678,6.9767,88.3721
679,6.9767,88.3721
680,6.9767,88.3721
681,6.9767,88.3721
682,6.9767,88.3721
683,6.9767,88.3721
684,6.9767,88.3721
685,6.9767,88.3721
686,6.9767,88.3721
687,6.9767,88.3721
688,6.9767,88.3721
689,6.9767,88.3721
690,6.9767,88.3721
691,6.9767,88.3721
692,6.9767,88.3721
693,6.9767,88.3721
694,6.9767,88.3721
695,6.9767,88.3721
696,6.9767,88.3721
697,6.9767,88.3721
698,6.9767,88.3721
699,6.9767,88.3721
700,6.9767,88.3721
701,6.9767,88.3721
702,6.9767,88.3721
703,6.9767,88.3721
704,6.9767,88.3721
705,6.9767,88.3721
706,6.9767,88.3721
707,6.9767,88.3721
708,6.9767,88.3721
709,6.9767,88.3721
710,6.9767,88.3721
711,6.9767,88.3721
712,6.9767,88.3721
713,6.9767,88.3721
714,6.9767,88.3721
715,6.9767,88.3721
716,6.9767,88.3721
717,6.9767,88.3721
718,6.9767,88.3721
719,6.9767,88.3721
720,6.9767,88.3721
721,6.9767,88.3721
722,6.9767,88.3721
723,6.9767,88.3721
724,6.9767,88.3721
725,6.9767,88.3721
726,6.9767,88.3721
727,6.9767,88.3721
728,6.9767,88.3721
729,6.9767,88.3721
730,6.9767,88.3721
731,6.9767,88.3721
732,6.9767,88.3721
733,6.9767,88.3721
734,6.9767,88.3721
735,6.9767,88.3721
736,6.9767,88.3721
737,6.9767,88.3721
738,6.9767,88.3721
739,6.9767,88.3721
740,6.9767,88.3721
741,6.9767,88.3721
742,6.9767,88.3721
743,6.9767,88.3721
744,6.9767,88.3721
745,6.9767,88.3721
746,6.9767,88.3721
747,6.9767,88.3721
748,6.9767,88.3721
749,6.9767,88.3721
750,6.9767,88.3721
751,6.9767,88.3721
752,6.9767,88.3721
753,6.9767,88.3721
754,6.9767,88.3721
755,6.9767,88.3721
756,6.9767,88.3721
757,6.9767,88.3721
758,6.9767,88.3721
759,6.9767,88.3721
760,6.9767,88.3721
761,6.9767,88.3721
762,6.9767,88.3721
763,6.9767,88.3721
764,6.9767,88.3721
765,6.9767,88.3721
766,6.9767,88.3721
767,6.9767,88.3721
768,6.9767,88.3721
769,6.9767,88.3721
770,6.9767,88.3721
771,6.9767,88.3721
772,6.9767,88.3721
773,6.9767,88.3721
774,6.9767,88.3721
775,6.9767,88.3721
776,6.9767,88.3721
777,6.9767,88.3721
778,6.9767,88.3721
779,6.9767,88.3721
780,6.9767,88.3721
781,6.9767,88.3721
782,6.9767,88.3721
783,6.9767,88.3721
784,6.9767,88.3721
785,6.9767,88.3721
786,6.9767,88.3721
787,6.9767,88.3721
788,6.9767,88.3721
789,6.9767,88.3721
790,6.9767,88.3721
791,6.9767,88.3721
792,6.9767,88.3721
793,6.9767,88.3721
794,6.9767,88.3721
795,6.9767,88.3721
796,6.9767,88.3721
797,6.9767,88.3721
798,6.9767,88.3721
799,6.9767,88.3721
800,6.9767,88.3721
801,6.9767,88.3721
802,6.9767,88.3721
803,6.9767,88.3721
804,6.9767,88.3721
805,6.9767,88.3721
806,6.9767,88.3721
807,6.9767,88.3721
808,6.9767,88.3721
809,6.9767,88.3721
810,6.9767,88.3721
811,6.9767,88.3721
812,6.9767,88.3721
813,6.9767,88.3721
814,6.9767,88.3721
815,6.9767,88.3721
816,6.9767,88.3721
817,6.9767,88.3721
818,6.9767,88.3721
819,6.9767,88.3721
820,6.9767,88.3721
821,6.9767,88.3721
822,6.9767,88.3721
823,6.9767,88.3721
824,6.9767,88.3721
825,6.9767,88.3721
826,6.9767,88.3721
827,6.9767,88.3721
828,6.9767,88.3721
829,6.9767,88.3721
830,6.9767,88.3721
831,6.9767,88.3721
832,6.9767,88.3721
833,6.9767,88.3721
834,6.9767,88.3721
835,6.9767,88.3721
836,6.9767,88.3721
837,6.9767,88.3721
838,6.9767,88.3721
839,6.9767,88.3721
840,6.9767,88.3721
841,6.9767,88.3721
842,6.9767,88.3721
843,6.9767,88.3721
844,6.9767,88.3721
845,6.9767,88.3721
846,6.9767,88.3721
847,6.9767,88.3721
848,6.9767,88.3721
849,6.9767,88.3721
850,6.9767,88.3721
851,6.9767,88.3721
852,6.9767,88.3721
853,6.9767,88.3721
854,6.9767,88.3721
855,6.9767,88.3721
856,6.9767,88.3721
857,6.9767,88.3721
858,6.9767,88.3721
859,6.9767,88.3721
860,6.9767,88.3721
861,6.9767,88.3721
862,6.9767,88.3721
863,6.9767,88.3721
864,6.9767,88.3721
865,6.9767,88.3721
866,6.9767,88.3721
867,6.9767,88.3721
868,6.9767,88.3721
869,6.9767,88.3721
870,6.9767,88.3721
871,6.9767,88.3721
872,6.9767,88.3721
873,6.9767,88.3721
874,6.9767,88.3721
875,6.9767,88.3721
876,6.9767,88.3721
877,6.9767,88.3721
878,6.9767,88.3721
879,6.9767,88.3721
880,6.9767,88.3721
881,6.9767,88.3721
882,6.9767,88.3721
883,6.9767,88.3721
884,6.9767,88.3721
885,6.9767,88.3721
886,6.9767,88.3721
887,6.9767,88.9535
888,6.9767,88.9535
889,6.9767,88.9535
890,6.9767,88.9535
891,6.9767,88.9535
892,6.9767,88.9535
893,6.9767,88.9535
894,6.9767,88.9535
895,6.9767,88.9535
896,6.9767,88.9535
897,6.9767,88.9535
898,6.9767,88.9535
899,6.9767,88.9535
900,6.9767,88.9535
901,6.9767,88.9535
902,6.9767,88.9535
903,6.9767,88.9535
904,6.9767,88.9535
905,6.9767,88.9535
906,6.9767,88.9535
907,6.9767,88.9535
908,6.9767,88.9535
909,6.9767,88.9535
910,6.9767,88.9535
911,7.5581,88.9535
912,7.5581,88.9535
913,7.5581,88.9535
914,7.5581,88.9535
915,7.5581,88.9535
916,7.5581,88.9535
917,7.5581,88.9535
918,7.5581,88.9535
919,7.5581,88.9535
920,7.5581,88.9535
921,7.5581,88.9535
922,7.5581,88.9535
923,7.5581,88.9535
924,7.5581,88.9535
925,7.5581,88.9535
926,7.5581,88.9535
927,7.5581,88.9535
928,7.5581,88.9535
929,7.5581,88.9535
930,7.5581,88.9535
931,7.5581,88.9535
932,7.5581,88.9535
933,7.5581,88.9535
934,7.5581,88.9535
935,7.5581,88.9535
936,7.5581,88.9535
937,7.5581,88.9535
938,7.5581,88.9535
939,7.5581,88.9535
940,7.5581,88.9535
941,7.5581,88.9535
942,7.5581,88.9535
943,7.5581,88.9535
944,7.5581,88.9535
945,7.5581,88.9535
946,7.5581,88.9535
947,7.5581,88.9535
948,7.5581,88.9535
949,7.5581,88.9535
950,7.5581,88.9535
951,7.5581,88.9535
952,7.5581,88.9535
953,7.5581,88.9535
954,7.5581,88.9535
955,7.5581,88.9535
956,7.5581,88.9535
957,7.5581,88.9535
958,7.5581,88.9535
959,7.5581,88.9535
960,7.5581,88.9535
961,7.5581,88.9535
962,7.5581,88.9535
963,7.5581,88.9535
964,7.5581,88.9535
965,7.5581,88.9535
966,7.5581,88.9535
967,7.5581,88.9535
968,7.5581,88.9535
969,7.5581,88.9535
970,7.5581,88.9535
971,7.5581,88.9535
972,7.5581,88.9535
973,7.5581,88.9535
974,7.5581,88.9535
975,7.5581,88.9535
976,7.5581,88.9535
977,7.5581,88.9535
978,7.5581,88.9535
979,7.5581,88.9535
980,7.5581,88.9535
981,7.5581,88.9535
982,7.5581,88.9535
983,7.5581,88.9535
984,7.5581,88.9535
985,7.5581,88.9535
986,7.5581,88.9535
987,7.5581,88.9535
988,7.5581,88.9535
989,7.5581,88.9535
990,7.5581,88.9535
991,7.5581,88.9535
992,7.5581,88.9535
993,7.5581,88.9535
994,7.5581,88.9535
995,7.5581,88.9535
996,7.5581,88.9535
997,7.5581,88.9535
998,7.5581,88.9535
999,7.5581,88.9535
1000,7.5581,88.9535
1001,7.5581,88.9535
1002,7.5581,88.9535
1003,7.5581,88.9535
1004,7.5581,88.9535
1005,7.5581,88.9535
1006,7.5581,88.9535
1007,7.5581,88.9535
1008,7.5581,88.9535
1009,7.5581,88.9535
1010,7.5581,88.9535
1011,7.5581,88.9535
1012,7.5581,88.9535
1013,7.5581,88.9535
1014,7.5581,88.9535
1015,7.5581,88.9535
1016,7.5581,88.9535
1017,7.5581,88.9535
1018,7.5581,88.9535
1019,7.5581,88.9535
1020,7.5581,88.9535
1021,7.5581,88.9535
1022,7.5581,88.9535
1023,7.5581,88.9535
1024,7.5581,88.9535
1025,7.5581,88.9535
1026,7.5581,88.9535
1027,7.5581,88.9535
1028,7.5581,88.9535
1029,7.5581,88.9535
1030,7.5581,88.9535
1031,7.5581,88.9535
1032,7.5581,88.9535
1033,7.5581,88.9535
1034,7.5581,88.9535
1035,7.5581,88.9535
1036,7.5581,88.9535
1037,7.5581,88.9535
1038,7.5581,88.9535
1039,7.5581,88.9535
1040,7.5581,88.9535
1041,7.5581,88.9535
1042,7.5581,88.9535
1043,7.5581,88.9535
1044,7.5581,88.9535
1045,7.5581,88.9535
1046,7.5581,88.9535
1047,7.5581,88.9535
1048,7.5581,88.9535
1049,7.5581,88.9535
1050,7.5581,88.9535
1051,7.5581,88.9535
1052,7.5581,88.9535
1053,7.5581,88.9535
1054,7.5581,88.9535
1055,7.5581,88.9535
1056,7.5581,88.9535
1057,7.5581,88.9535
1058,7.5581,88.9535
1059,7.5581,88.9535
1060,7.5581,88.9535
1061,7.5581,88.9535
1062,7.5581,88.9535
1063,7.5581,88.9535
1064,7.5581,88.9535
1065,7.5581,88.9535
1066,7.5581,88.9535
1067,7.5581,88.9535
1068,7.5581,88.9535
1069,7.5581,88.9535
1070,7.5581,88.9535
1071,7.5581,88.9535
1072,7.5581,88.9535
1073,7.5581,88.9535
1074,7.5581,88.9535
1075,7.5581,88.9535
1076,7.5581,88.9535
1077,7.5581,88.9535
1078,7.5581,88.9535
1079,7.5581,88.9535
1080,7.5581,88.9535
1081,7.5581,88.9535
1082,7.5581,88.9535
1083,7.5581,88.9535
1084,7.5581,88.9535
1085,7.5581,88.9535
1086,7.5581,88.9535
1087,7.5581,88.9535
1088,7.5581,88.9535
1089,7.5581,88.9535
1090,7.5581,88.9535
1091,7.5581,88.9535
1092,7.5581,88.9535
1093,7.5581,88.9535
1094,7.5581,88.9535
1095,7.5581,88.9535
1096,7.5581,88.9535
1097,7.5581,88.9535
1098,7.5581,88.9535
1099,7.5581,88.9535
1100,7.5581,88.9535
1101,7.5581,88.9535
1102,7.5581,88.9535
1103,7.5581,88.9535
1104,7.5581,88.9535
1105,7.5581,88.9535
1106,7.5581,88.9535
1107,7.5581,88.9535
1108,7.5581,88.9535
1109,7.5581,88.9535
1110,7.5581,88.9535
1111,7.5581,88.9535
1112,7.5581,88.9535
1113,7.5581,88.9535
1114,7.5581,88.9535
1115,7.5581,88.9535
1116,7.5581,88.9535
1117,7.5581,88.9535
1118,7.5581,88.9535
1119,7.5581,88.9535
1120,7.5581,88.9535
1121,7.5581,88.9535
1122,7.5581,88.9535
1123,7.5581,88.9535
1124,7.5581,88.9535
1125,7.5581,88.9535
1126,7.5581,88.9535
1127,7.5581,88.9535
1128,7.5581,88.9535
1129,7.5581,88.9535
1130,7.5581,88.9535
1131,7.5581,88.9535
1132,7.5581,88.9535
1133,7.5581,88.9535
1134,7.5581,88.9535
1135,7.5581,88.9535
1136,7.5581,88.9535
1137,7.5581,88.9535
1138,7.5581,88.9535
1139,7.5581,88.9535
1140,7.5581,88.9535
1141,7.5581,88.9535
1142,7.5581,88.9535
1143,7.5581,88.9535
1144,7.5581,88.9535
1145,7.5581,88.9535
1146,7.5581,88.9535
1147,7.5581,88.9535
1148,7.5581,88.9535
1149,7.5581,88.9535
1150,7.5581,88.9535
1151,7.5581,88.9535
1152,7.5581,88.9535
1153,7.5581,88.9535
1154,7.5581,88.9535
1155,7.5581,88.9535
1156,7.5581,88.9535
1157,7.5581,88.9535
1158,7.5581,88.9535
1159,7.5581,88.9535
1160,7.5581,88.9535
1161,7.5581,88.9535
1162,7.5581,88.9535
1163,7.5581,88.9535
1164,7.5581,88.9535
1165,7.5581,88.9535
1166,7.5581,88.9535
1167,7.5581,88.9535
1168,7.5581,88.9535
1169,7.5581,88.9535
1170,7.5581,88.9535
1171,7.5581,88.9535
1172,7.5581,88.9535
1173,7.5581,88.9535
1174,7.5581,88.9535
1175,7.5581,88.9535
1176,7.5581,88.9535
1177,7.5581,88.9535
1178,7.5581,88.9535
1179,7.5581,88.9535
1180,7.5581,88.9535
1181,7.5581,88.9535
1182,7.5581,88.9535
1183,7.5581,88.9535
1184,7.5581,88.9535
1185,7.5581,88.9535
1186,7.5581,88.9535
1187,7.5581,88.9535
1188,7.5581,88.9535
1189,7.5581,88.9535
1190,7.5581,88.9535
1191,7.5581,88.9535
1192,7.5581,88.9535
1193,7.5581,88.9535
1194,7.5581,88.9535
1195,7.5581,88.9535
1196,7.5581,88.9535
1197,7.5581,88.9535
1198,7.5581,88.9535
1199,7.5581,88.9535
1200,7.5581,88.9535
1201,7.5581,88.9535
1202,7.5581,88.9535
1203,7.5581,88.9535
1204,7.5581,88.9535
1205,7.5581,88.9535
1206,7.5581,88.9535
1207,7.5581,88.9535
1208,7.5581,88.9535
1209,7.5581,88.9535
1210,7.5581,89.5349
1211,7.5581,89.5349
1212,7.5581,89.5349
1213,7.5581,89.5349
1214,7.5581,89.5349
1215,7.5581,89.5349
1216,7.5581,89.5349
1217,7.5581,89.5349
1218,7.5581,89.5349
1219,7.5581,89.5349
1220,7.5581,89.5349
1221,7.5581,89.5349
1222,7.5581,89.5349
1223,7.5581,89.5349
1224,7.5581,89.5349
1225,7.5581,89.5349
1226,7.5581,89.5349
1227,7.5581,89.5349
1228,7.5581,89.5349
1229,7.5581,89.5349
1230,7.5581,89.5349
1231,7.5581,89.5349
1232,7.5581,89.5349
1233,7.5581,89.5349
1234,7.5581,89.5349
1235,7.5581,89.5349
1236,7.5581,89.5349
1237,7.5581,89.5349
1238,7.5581,89.5349
1239,7.5581,89.5349
1240,7.5581,89.5349
1241,7.5581,89.5349
1242,7.5581,89.5349
1243,7.5581,89.5349
1244,7.5581,89.5349
1245,7.5581,89.5349
1246,7.5581,89.5349
1247,7.5581,89.5349
1248,7.5581,89.5349
1249,7.5581,89.5349
1250,7.5581,89.5349
1251,7.5581,89.5349
1252,7.5581,89.5349
1253,7.5581,89.5349
1254,7.5581,89.5349
1255,7.5581,89.5349
1256,7.5581,89.5349
1257,7.5581,89.5349
1258,7.5581,89.5349
1259,7.5581,89.5349
1260,7.5581,89.5349
1261,7.5581,89.5349
1262,7.5581,89.5349
1263,7.5581,89.5349
1264,7.5581,89.5349
1265,7.5581,89.5349
1266,7.5581,89.5349
1267,7.5581,89.5349
1268,7.5581,89.5349
1269,7.5581,89.5349
1270,7.5581,89.5349
1271,7.5581,89.5349
1272,7.5581,89.5349
1273,7.5581,89.5349
1274,7.5581,89.5349
1275,7.5581,89.5349
1276,7.5581,89.5349
1277,7.5581,89.5349
1278,7.5581,89.5349
1279,7.5581,89.5349
1280,7.5581,89.5349
1281,7.5581,89.5349
1282,7.5581,89.5349
1283,7.5581,89.5349
1284,7.5581,89.5349
1285,7.5581,89.5349
1286,7.5581,89.5349
1287,7.5581,89.5349
1288,7.5581,89.5349
1289,7.5581,89.5349
1290,7.5581,89.5349
1291,7.5581,89.5349
1292,7.5581,89.5349
1293,7.5581,89.5349
